,year,recip,item,giver,reason
38,2018,"The Honorable Michael R. Pence, Vice President of the United States","
                                Vase, cobalt blue porcelain cylinder with gilt rim, tapering at bottom to shallow collar, 9
                                1/8
                                ″ high x 5
                                5/8
                                ″ diameter, bottom incised “310416PN,” tagged as gilded at Sevres and marked as a gift of the French President, in presentation box. Rec'd—4/25/2018. Est. value—$680.00. Disposition—Transferred to NARA
                            ","His Excellency Emmanuel Macron, President of France",Non-acceptance would cause embarrassment to donor and U.S. Government.
39,2018,"The Honorable Michael R. Pence, Vice President of the United States","Menorah, made of blackened steel, consisting of three graduated “C” curves on medial post enveloped in spiral twisting vines plus 14 ellipsoid leaves, 3 bifurcated roots emanating from bottom of post spreading out over round base, tagged “Created from a rocket that landed in Israel July 2014” and tagged to Pence from Isaac Herzog, dated “Mar. 2018.” Rec'd—3/5/2018. Est. value—$465.00. Disposition—Transferred to NARA","His Excellency Isaac Herzog, Chairman of the Labour Party of Israel",Non-acceptance would cause embarrassment to donor and U.S. Government.
40,2018,"The Honorable Michael R. Pence, Vice President of the United States","Desk clock, by William & Son of London, rectangular sterling silver case with zigzag near top and bottom, copying the flag of Bahrain, bordering radiant lines and concentric gold circles surrounding round clock face having mother-of-pearl panels plus gold diamond shapes indicating hours, in bespoke William & Son presentation case. Rec'd—11/20/2017. Est. value—$5,730.00. Disposition—Destroyed per USSS Policy","His Royal Highness, Crown Prince Salman Bin Hamad Al Khalifa, First Deputy Prime Minister and Deputy Supreme Commander of the Bahrain Defense Force",Non-acceptance would cause embarrassment to donor and U.S. Government.
41,2018,"The Honorable Michael R. Pence, Vice President of the United States","Embroidery, silk on gray textile, depicting male and female seated on a carpet, male playing a stringed musical instrument, a baby in a bed in left foreground, in molded silver tone frame, in zippered nylon carrying bag. Accompanying brochure states title as “Family” by Gulnazym Omirzak of Kazakhstan. Rec'd—1/16/2018. Est. value—$570.00. Disposition—Transferred to NARA","His Excellency Nursultan Nazarbayev, President of Kazakhstan",Non-acceptance would cause embarrassment to donor and U.S. Government.
42,2018,"The Honorable Michael R. Pence, Vice President of the United States","
                                Box, Egyptian, silver, stamped in Arabic as 900 grade silver, hexagonal, beveled hinged lid displaying centered blank roundel rounded surrounded by 6 four-lobed cartouches of foliage, bordered by 6 trapezoids of foliate engraving, 3-lobed tab finger grip, similar engraved designs on outside walls and feet, interior lined in light-color wood, 2
                                1/4
                                ′h x 5′w x 4
                                1/2
                                ′d, in presentation box. Rec'd—1/20/2018. Est. value—$430.00. Disposition—Transferred to NARA
                            ","His Excellency Abdel Fattah el-Sisi, President of Egypt",Non-acceptance would cause embarrassment to donor and U.S. Government.
43,2018,"The Honorable Michael R. Pence, Vice President of the United States","Box, silver-plate, square, removable lid displaying applied repeating silver calligraphy, reportedly initials of Jordanian king, interior lined in black walnut, lid underside with affixed gold tone crown over king's cipher, in presentation box, tied with gray ribbon securing a polished pierce cut copper calligraphic symbol. Rec'd—1/20/2018. Est. value—$440.00. Disposition—Transferred to NARA","His Majesty Abdullah II ibn Al Hussein, King of Jordan",Non-acceptance would cause embarrassment to donor and U.S. Government.
44,2018,"The Honorable Michael R. Pence, Vice President of the United States","
                                Menorah, having 9 beige stone quasi-quadrate sockets with chamfered design of varying sizes, one on left being higher than the others, on brass tone rods secured in quasi-rectangular beige stone block having polished contoured top, set into plinth of apparent olive wood with navy blue velveteen-like top, front tagged to Michael Pence from the Western Wall Heritage Foundation, overall 11
                                1/2
                                ″ h x 16″ w x 5
                                1/8
                                ″ d, plus clear plastic cover fitting onto plinth, in box. Rec'd—1/28/2018. Est. value—$550.00. Disposition—Transferred to NARA
                            ","Rabbi Shmuel Rabinovitch, Rabbi of the Western Wall, Israel",Non-acceptance would cause embarrassment to donor and U.S. Government.
45,2018,"The Honorable Michael R. Pence, Vice President of the United States","
                                Ink/paint brushes, grouping of 2 in shadowbox frame of walnut-type hard wood, 29
                                1/2
                                ″ x 13
                                3/4
                                ″, one brush 21″ long of white hairs secured in turned hardwood knop on light-color wood handle displaying inked tree branch near end with ring knop and triple-graduated knops at end, plus black silk loop, other brush 16″ long of brown hairs, secured in tapered hardwood “collar,” on light-color wood handle displaying undulating spirals, handle end of 4 graduated knops, one in red, one in green, plus blue silk loop, in brown suede-type presentation box. Rec'd—2/09/2018. Est. value—$980.00. Disposition—Displayed in the Second Lady's Office
                            ","His Excellency Moon Jae-in, President of the Republic of Korea",Non-acceptance would cause embarrassment to donor and U.S. Government.
46,2018,"The Honorable Michael R. Pence, Vice President of the United States","Sculpture, Kazakh, bronze, depicting “kokpar” game with five men on encircling horses pulling at a headless goat skin, mounted on a quasi-round polished jasper slab, overall 6″ high x 10-11″ wide, in bespoke presentation box clad in leather, including three triangles of scrollwork. Rec'd—1/16/2018. Est. value—$2,950.00. Disposition—Transferred to NARA","His Excellency Nursultan Nazarbayev, President of Kazakhstan",Non-acceptance would cause embarrassment to donor and U.S. Government.
47,2018,"Mrs. Karen Pence, Second Lady of the United States","Bed cover, silk on silk hand-embroidered, displaying bursting red pomegranates on green leafy vines against ivory-color background, 78″ x 54″, in silk-clad presentation box. Rec'd—5/16/2018. Est. value—$440.00. Disposition—Transferred to NARA","Mrs. Ziroat Mirziyoyeva, Spouse of the President of Uzbekistan",Non-acceptance would cause embarrassment to donor and U.S. Government.
48,2018,"Mrs. Karen Pence, Second Lady of the United States","Hat, Panama style, “Montecristi,” with tan leather band, made in Ecuador by Signes, in locking carrying case with silver plaque stating “Lenin Moreno Garces/Presidente Constitucional de la Republica de Ecuador/Rocio Gonzalea de Moreno.” Rec'd—6/28/2018. Est. value—$940.00. Disposition—Transferred to NARA","Mrs. Rocio Gonzalez de Moreno, First Lady of Ecuador",Non-acceptance would cause embarrassment to donor and U.S. Government.
49,2018,"The Honorable Michael R. Pompeo, Secretary of State of the United States","Pilot Pen. Rec'd—4/30/2018. Est. value—$1,400.00. Disposition—Transferred to the General Services Administration (GSA)","His Excellency Taro Kono, Minister of Foreign Affairs of Japan",Non-acceptance would cause embarrassment to donor and U.S. Government.
50,2018,"The Honorable Michael R. Pompeo, Secretary of State of the United States",Bronze and Silver Coins. Rec'd—4/30/2018. Est. value—$490.00. Disposition—Transferred to GSA,"His Majesty Abdullah II ibn Al Hussein, King of Jordan",Non-acceptance would cause embarrassment to donor and U.S. Government.
51,2018,"The Honorable Michael R. Pompeo, Secretary of State of the United States",Custom Sculpture of Rock Masses by Emirati Artist Mattar Bin Lahej. Rec'd—5/14/2018. Est. value—$490. Disposition—Transferred to GSA,"His Highness Sheikh Abdullah bin Zayed Al Nahyan,  Minister of Foreign Affairs of the United Arab Emirates",Non-acceptance would cause embarrassment to donor and U.S. Government.
52,2018,"The Honorable Michael R. Pompeo, Secretary of State of the United States",Waldmann Sterling Silver Pen. Rec'd—5/14/2018. Est. value—$420.00. Disposition—Transferred to GSA,"His Excellency Jacek Czaputowicz, Minister of Foreign Affairs of Poland",Non-acceptance would cause embarrassment to donor and U.S. Government.
53,2018,"The Honorable Michael R. Pompeo, Secretary of State of the United States","Carved Wooden Table with Matching Set of Chairs. Rec'd—5/24/2018. Est. value—$1,580.00. Disposition—Pending transfer to GSA","His Excellency Shavkat Mirziyoyev, President of Uzbekistan",Non-acceptance would cause embarrassment to donor and U.S. Government.
54,2018,"The Honorable Michael R. Pompeo, Secretary of State of the United States","Painting by Moldovan Artist and Bottle of Moldovan Cognac. Rec'd—6/25/2018. Est. value—$1,060.00. Disposition—Transferred to GSA","His Excellency Pavel Filip, Prime Minister of Moldova",Non-acceptance would cause embarrassment to donor and U.S. Government.
55,2018,"The Honorable Michael R. Pompeo, Secretary of State of the United States","Bronze Seal Statue on Marble Base. Rec'd—7/9/2018. Est. value—$1,300.00. Disposition—Transferred to GSA","His Highness Mohammed bin Zayed Al Nahyan, Crown Prince of the United Arab Emirates",Non-acceptance would cause embarrassment to donor and U.S. Government.
56,2018,"The Honorable Michael R. Pompeo, Secretary of State of the United States","
                                A.R.E. Crystal Commemorative Statue, Mother of Pearl Backgammon Set, and two books: 
                                The Crimes of the Brotherhood Terrorist Organization
                                 (one in English and the other in Arabic)  Rec'd—7/25/2018, 2018. Est. value—$520.00. Disposition—Pending
                            ","General Abbas Kamil, Director of Egyptian General Intelligence Service",Non-acceptance would cause embarrassment to donor and U.S. Government.
57,2018,"The Honorable Michael R. Pompeo, Secretary of State of the United States","8′x10′ Wool Carpet. Rec'd—8/1/2018. Est. value—$2,700. Disposition—Transferred to GSA","His Excellency Ashraf Ghani, President of Afghanistan",Non-acceptance would cause embarrassment to donor and U.S. Government.
58,2018,"The Honorable Michael R. Pompeo, Secretary of State of the United States","Traditional Indonesian Dagger. Rec'd—8/6/2018. Est. value—$1,560.00. Disposition—Transferred to GSA","His Excellency Joko Widodo, President of Indonesia",Non-acceptance would cause embarrassment to donor and U.S. Government
59,2018,"The Honorable Michael R. Pompeo, Secretary of State of the United States","Gold-plated Replica Mausoleum, Rec'd—9/17/2018. Est. value—$685.00. Disposition—Transferred to GSA","His Excellency Nasser Bourita, Minister of Foreign Affairs and International Cooperation of Morocco",Non-acceptance would cause embarrassment to donor and U.S. Government
60,2018,"The Honorable Michael R. Pompeo, Secretary of State of the United States",Statue of a Woman in Glass Case and Cartier Ballpoint Pen. Rec'd—10/16/2018. Est. value—$730.00. Disposition—Transferred to GSA,"His Excellency Adel al-Jubeir, Minister of State for Foreign Affairs of Saudi Arabia",Non-acceptance would cause embarrassment to donor and U.S. Government.
61,2018,"The Honorable Michael R. Pompeo, Secretary of State of the United States","Tie box and Talarico Tie, and Model of Bell Tower. Rec'd—6/26/2018. Est. value—$495.00. Disposition—Transferred to GSA","His Excellency Sheikh Mohammed bin Abd al-Rahman Al Thani, Deputy Prime Minister and Minister of Foreign Affairs of Qatar",Non-acceptance would cause embarrassment to donor and U.S. Government.
62,2018,"The Honorable Michael R. Pompeo, Secretary of State of the United States",Black Body Cartier Ball Point Pen With Blue Sapphire Tip In Red Leather Presentation Box. Rec'd—10/16/2018. Est. value—$440.00. Disposition—Transferred to GSA,"His Excellency Abdel Al-Jubeir, Minister of State for Foreign Affairs of Saudi Arabia",Non-acceptance would cause embarrassment to donor and U.S. Government.
63,2018,"The Honorable John D. Sullivan, Deputy Secretary of State of the United States","Black Lacquer Pen with Golden Geese Design. Rec'd—03/16/2018. Est. value—$2,389.00. Disposition—Transferred to GSA","His Excellency Taro Kono, Minister of Foreign Affairs of Japan",Non-acceptance would cause embarrassment to donor and U.S. Government.
64,2018,"The Honorable Alice Wells, Assistant Secretary of State for South and Central Asian Affairs",Soukhin Pearls 2 Strands of 49 Pearls Each 9.5-10.5 Mm. Rec'd—12/01/2018. Est. value—$490. Disposition—Transferred to GSA,"The Honorable Mohammad Ziauddin, Ambassador of Bangladesh to the United States",Non-acceptance would cause embarrassment to donor and U.S. Government.
65,2018,"The Honorable Kirsten D. Madison, Assistant Secretary of State for International Narcotics and Law Enforcement Affairs",Traditional Bian Embroidered Hand-made Silk Scroll. Rec'd 9/13/2018. Est. value—$450.00. Disposition—Transferred to GSA,"Xu Lingyi, Deputy Secretary of the Central Commission for Discipline Inspection of China",Non-acceptance would cause embarrassment to donor and U.S. Government.
66,2018,"Mr. Steven Fagin, Consul General of Iraq",Persian Silk Carpet 2′x3′ Center Medallion Rug. Rec'd—10/29/2018. Est. value—$500.00. Disposition—Transferred to GSA,"Sheik Jafar, 70th Unit Peshmerga Commander",Non-acceptance would cause embarrassment to donor and U.S. Government.
67,2018,"The Honorable Sean P. Lawler, Chief of Protocol of the United States",Omega Watch in White Box. Rec'd 10/11/2018. Est. value—$780.00. Disposition—Transferred to GSA,"His Majesty Abdullah II ibn Al Hussein, King of Jordan",Non-acceptance would cause embarrassment to donor and U.S. Government.
68,2018,"Ms. Mary-Kathryn Fisher, Assistant Chief of Protocol for Visits","Round Faced Personalized Tissot Watch. Rec'd—10/11/2018. Est. value—$1,270.00. Disposition—Transferred to GSA","His Majesty Abdullah II Ibn Al Hussein, King of Jordan",Non-acceptance would cause embarrassment to donor and U.S. Government.
69,2018,"Ms. Anny Vu, Political Officer",Tissot Swiss Watch. Rec'd—10/11/2018. Est. value—$770.00. Disposition—Transferred to GSA,His Majesty Abdullah II ibn Al Hussein King of Jordan,Non-acceptance would cause embarrassment to donor and U.S. Government.
70,2018,"Mr. Brian Phelps, Political Officer","Conquest Round Black Face Longiness Watch. Rec'd—11/20/2018. Est. value—$1,780.00. Disposition—Transferred to GSA","Ahmad Al-Habashneh, Third Secretary, Embassy of Jordan to the United States",Non-acceptance would cause embarrassment to donor and U.S. Government.
71,2018,"Ms. Asel Roberts, Deputy Assistant Chief of Protocol for Visits",Cuff Bracelet With Three Rings and Earrings. Rec'd—3/6/2018. Est. value—$690.00. Disposition—Transferred to GSA,"The Honorable Erzan Kazykhanos, Ambassador of Kazakhstan to the United States",Non-acceptance would cause embarrassment to donor and U.S. Government.
72,2018,State Department Employee,18k Gold DuPont Fountain Pen. Rec'd—10/01/2018. Est. value—$780.00. Disposition—Transferred to GSA,The Embassy of Moldova to the United States,Non-acceptance would cause embarrassment to donor and U.S. Government.
73,2018,"The Honorable John G. Roberts, Jr., Chief Justice of the United States",Mother of Pearl Jewelry Box. Rec'd—12/10/2018. Est. value—$443.00. Disposition—On official display,"Supreme Court of Korea, Republic of Korea",Non-acceptance would cause embarrassment to donor and U.S. Government.
74,2018,"Mr. Martin Doczkat, Chief, Technical Analysis Branch","TRAVEL: Local transportation, meals, and hotel accommodation in connection with participation as a speaker at the GERoNiMO Consortium Meeting. Rec'd—2/5/2018. Est. value—$500.00. Disposition—N/A","Dr. Elisabeth Cardis, ISGlobal, GERoNiMO, Barcelona, Spain",Non-acceptance would cause embarrassment to donor and U.S. Government.
75,2018,"Mr. Matthew Berry, Chief of Staff, Office of Chairman Pai","TRAVEL: Local transportation, meals, and hotel accommodation in connection with participation as a speaker at the CRC 13th International Regulatory Workshop. Rec'd—7/17/2018. Est. value—$700.00. Disposition—N/A","Alejandro Delgado, Adviser, Commission for Communications Regulation of Colombia",Non-acceptance would cause embarrassment to donor and U.S. Government.
76,2018,"The Honorable Michael R. Pompeo, Director of the CIA","Leather table cover, rug and pillow covers. Rec'd—2/4/2018. Est. value—$500.00. Disposition—Pending transfer to GSA",5 U.S.C. 7342(f)(4),Non-acceptance would cause embarrassment to donor and U.S. Government.
77,2018,"The Honorable Michael R. Pompeo, Director of the CIA",Gold and ivory dagger in leather case. Rec'd—3/27/2018. Est. value—$500.00. Disposition—Pending transfer to GSA,5 U.S.C. 7342(f)(4),Non-acceptance would cause embarrassment to donor and U.S. Government.
78,2018,"The Honorable Michael R. Pompeo, Director of the CIA",Chopard pen. Rec'd—4/3/2018. Est. value—$500.00. Disposition—Pending transfer to GSA,5 U.S.C. 7342(f)(4),Non-acceptance would cause embarrassment to donor and U.S. Government.
79,2018,"The Honorable Michael R. Pompeo, Director of the CIA",Five silver coins in red case. Rec'd—4/3/2018. Est. value—$500.00. Disposition—Pending transfer to GSA,5 U.S.C. 7342(f)(4),Non-acceptance would cause embarrassment to donor and U.S. Government.
80,2018,"The Honorable Gina Haspel, Director of the CIA",Tan and red oriental rug. Rec'd—6/13/2018. Est. value—$505.00. Disposition—Pending transfer to GSA,5 U.S.C. 7342(f)(4),Non-acceptance would cause embarrassment to donor and U.S. Government.
81,2018,"The Honorable Gina Haspel, Director of the CIA","Silver ship, cufflinks. incense holder, and frankincense. Rec'd—7/12/2018. Est. value—$575.00. Disposition—Pending transfer to GSA",5 U.S.C. 7342(f)(4),Non-acceptance would cause embarrassment to donor and U.S. Government.
82,2018,"The Honorable Gina Haspel, Director of the CIA",Engraved tan fossil on glass. Rec'd—7/12/2018. Est. value—$500.00. Disposition—Pending transfer to GSA,5 U.S.C. 7342(f)(4),Non-acceptance would cause embarrassment to donor and U.S. Government.
83,2018,"The Honorable Gina Haspel, Director of the CIA","Mounted, inert pistol and 2 coins. Rec'd—9/14/2018. Est. value—$500.00. Disposition—Pending transfer to GSA",5 U.S.C. 7342(f)(4),Non-acceptance would cause embarrassment to donor and U.S. Government.
